"","Name","Date","Platform","Weekday","Time.of.Day.Posted","Post.Category","Post.Image.Content","Likes","Like.Follower.Ratio","Comments","Reshares","Caption.Word.Count","Num.Hashtags","Hashtag.1","Hashtag.2","Hashtag.3","Hashtag.4","Hashtag.5","Hashtag.6","Hashtag.7","Hashtag.8","Links","Caption.Trigger.Words..From.Text.Analysis.","Caption","Sentiment.0.3.","Interactive.","Humor.","Personal.Touch.","Sentiment2","Interactive2","Humor2","Personal.Touch2","ranks","success","Sentiment","Interactive","Personal.Touch","Humor"
"1","Community Evaluation Solutions","","Linkedin","","","Information","People",2,0.00269179004,0,0,12,2,"#equityandinclusion","#stem","","","","","","","Y",NA,"Matt Feldmann, Ph.D. Know you agree, #equityandinclusion is important in #stem.",3,0,0,0,3,0,0,0,12,0,3,"0",0,0
"2","Community Evaluation Solutions","","Linkedin","","","Personal","Miscellaneous",10,0.0134589502,0,0,22,1,"#pieday","","","","","","","","Y",NA,"In honor of pie day. And yes, I did make that Christini Tosi's Milk Bar Pie. https://lnkd.in/dMY_rz8Z #pieday",3,1,1,1,3,1,1,1,2,1,3,"2",2,2
"3","Community Evaluation Solutions","","Linkedin","","","Promotion","Self",2,0.00269179004,0,0,25,2,"#neweval","#consultants","","","","","","","Y",NA,"Hi everyone #neweval #consultants, its time for office hours! I am in the hotseat this Friday 11 AM EST. Registration required! https://lnkd.in/dVuTpjEb",2,1,0,1,2,1,0,1,12,0,2,"2",2,0
"4","Community Evaluation Solutions","","Linkedin","","","Promotion","Self",7,0.009421265141,0,0,7,6,"#community","#evaluation","#nonprofits","#foundations","#systemschange","#equity","","","Y",NA,"#community #evaluation #nonprofits #foundations #systemschange #equity",3,0,0,0,2,0,0,0,5,1,2.5,"0",0,0
"5","Community Evaluation Solutions","","Linkedin","","","Information","None",11,0.01480484522,0,0,46,5,"#evaluation","#consultants","#strategy","#career","#business","","","","N",NA,"Today included Office Hours for new/emerging #evaluation #consultants, speaking with the practice council for SCRA of the APA about my career as a community psychologist and evaluator, and a 2-hour strategy session with my business coach Tracey Snoyer. Bring on 2022! #strategy #career #business",2,0,0,0,2,0,0,1,1,1,2,"0",1,0
"6","Community Evaluation Solutions","","Linkedin","","","Information","None",10,0.0134589502,2,1,33,3,"#nonprofits","#foundations","#community","","","","","","N",NA,"Supporting #nonprofits, #foundations and #community coalitions seeking to change communities for the better is my calling. Humbled to announce I will support L'Arche USA in designing an evaluation that respects their culture.",3,0,0,0,3,0,0,1,2,1,3,"0",1,0
"7","Community Evaluation Solutions","","Linkedin","","","Promotion","Self",0,0,0,0,43,4,"#nonprofits","#foundations","#coalition","#systemschange","","","","","Y",NA,"Do you want to fish people out of the river or stop them from falling in? If it’s the latter, join me in my free mini-course, Using Data to Help Tell Your Story. https://bit.ly/3xwfgs1 #nonprofits #foundations #coalition #systemschange",3,1,0,0,3,1,0,1,15,0,3,"2",1,0
"8","Community Evaluation Solutions","","Linkedin","","","Personal","Miscellaneous",3,0.004037685061,1,1,16,0,"","","","","","","","","N",NA,"When it takes 4 hours to create 2 minutes of content for my new mini-course................",2,0,1,0,2,0,0,1,11,0,2,"0",1,1
"9","Community Evaluation Solutions","","Linkedin","","","Information","People",2,0.00269179004,1,0,12,0,"","","","","","","","","Y",NA,"Thanks for continuing to shine a light on this health disparity @HealthcareGeorgiaFoundation.",3,0,0,0,2,0,0,1,12,0,2.5,"0",1,0
"10","Community Evaluation Solutions","","Linkedin","","","Promotion","Words",5,0.006729475101,1,2,41,2,"#votingrights","#community","","","","","","","Y",NA,"Nearly every state has enacted some kind of voting legislation since the 2020 election. In this episode of Community Possibilities I speak with Evan Malbrough about what is happening in Georgia and the work of young #votingrights advocates like himself. #community",3,0,0,0,3,0,0,1,7,0,3,"0",1,0
"11","Community Evaluation Solutions","","Linkedin","","","Promotion","None",4,0.005383580081,2,0,50,1,"#evaluation","","","","","","","","Y",NA,"It's that time again. I am in the hot seat this Friday at 11 AM EST answering new #evaluation consultant's questions about getting started in the biz. I don't have all the answers but I absolutely share all my lessons learned. Registration link is in the comments.",3,1,0,0,2,1,0,1,9,0,2.5,"2",1,0
"12","Community Evaluation Solutions","","Linkedin","","","Promotion","Video",7,0.009421265141,0,0,24,3,"#nonprofit","#community","#coalition","","","","","","Y",NA,"I have a free mini-course for #nonprofit and #community #coalition leaders. Check out the intro and sign up at https://bit.ly/3p9jTrE",3,0,0,0,3,1,0,1,5,1,3,"1",1,0
"13","Community Evaluation Solutions","","Linkedin","","","Promotion","People",5,0.006729475101,0,0,23,4,"#SuicideAwareness","#prevention","#mentalhealth","#vets","","","","","Y",NA,"Don't miss this conversation with Qwynn Galloway-Salazar about #SuicideAwareness and #prevention and #mentalhealth among our #vets. https://lnkd.in/d_qpb-F",3,1,0,0,2,1,0,0,7,0,2.5,"2",0,0
"14","Community Evaluation Solutions","","Linkedin","","","Information","Self",4,0.005383580081,1,0,33,2,"#neweval","#consultants","","","","","","","Y",NA,"It's almost time for office hours #neweval #consultants. What questions do you have? Don't forget to register. See you this Friday at 11 AM EST. Register in advance for this meeting:",3,1,0,0,2,1,0,1,9,0,2.5,"2",1,0
"15","Community Evaluation Solutions","","Linkedin","","","Promotion","Video",9,0.01211305518,3,2,43,3,"#nonprofit","#community","#leaders","","","","","","N",NA,"#nonprofit leaders often think they can't do any kind of advocacy at all. I asked Kathleen Sullivan, an evaluator and an attorney, to join me on Community Possibilities to talk about advocacy and policy as path to social change. #community #leaders",2,0,0,0,3,0,0,1,4,1,2.5,"0",1,0
"16","Viable Insights","","Linkedin","","","Promotion","Graphic",2,0.001377410468,0,0,34,2,"#survey","#questionnaire","","","","","","","Y",NA,"Don't forget to sign up for this event! Hear from a collection of top experts on the best ways to design and implement questionnaires and surveys. You won't want to miss it!",3,1,0,0,2,1,0,0,4,1,2.5,"2",0,0
"17","Viable Insights","","Linkedin","","","Information","People",1,0.0006887052342,0,0,1,0,"","","","","","","","","Y",NA,"👏",3,0,1,1,2,0,0,1,8,0,2.5,"0",2,1
"18","Viable Insights","","Linkedin","","","Education","Words",7,0.004820936639,0,0,48,0,"","","","","","","","","N",NA,"Our values are SO important to us here at Viable. We believe to be a truly successful company, you have to stand for more than the bottom line. To keep us grounded, dedicated, and inspired, we follow a few core values that keep us motivated and moving forward.",3,0,0,1,3,0,0,0,2,1,3,"0",1,0
"19","Viable Insights","","Linkedin","","","Information","Words",0,0,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,12,0,NA,"0",0,0
"20","Viable Insights","","Linkedin","","","Personal","Miscellaneous",3,0.002066115702,2,0,18,2,"#tucson","#ourcity","","","","","","","Y",NA,"Gearing up for the weekend! Loved coming across this article about the great places and spaces in Tucson!",3,0,0,0,3,0,0,0,3,1,3,"0",0,0
"21","Viable Insights","","Linkedin","","","Promotion","Miscellaneous",1,0.0006887052342,0,0,10,0,"","","","","","","","","Y",NA,"Data Collection Tools - The right methods get the right information!",3,0,0,0,2,0,0,0,8,0,2.5,"0",0,0
"22","Viable Insights","","Linkedin","","","Information","Graphic",1,0.0006887052342,0,0,31,4,"#dataviz","#data","#evaluation","#eval","","","","","Y",NA,"Style guides aren’t just for the marketing team! When we communicate findings, consistency and intentionality is important — something style or branding guides can help with. Check out our blog below 👇",3,1,0,0,2,1,0,1,8,0,2.5,"2",1,0
"23","Viable Insights","","Linkedin","","","Information","Graphic",0,NA,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,12,0,NA,"0",0,0
"24","Viable Insights","","Linkedin","","","Information","Graphic",0,0,0,0,162,5,"#consulting","#data","#datadriven","#resourcesharing","#professionaldevelopment","","","","Y",NA,"We’re all about client collaboration and empowerment. If you’d like to have more independence and ownership, we’re here to support you. Through customized workshops and training, we’ll equip you and your team with the tools and knowledge necessary to bring positive impact to communities on a global scale.

What We Can Do For You:
📈Educate and guide your team through research and evaluation processes.
📈Provide hands-on training for strategic planning.
📈Educate you and your leadership teams on how to create the most effective organizational structure for your organization.
📈Teach your team how to develop and implement effective data collection tools and processes.
📈Coach you on how to manage data for ease of access and greatest impact.
📈Provide key insights and best practices for data analysis.
📈Provide training on how to build customized data visualization dashboards and reports.

Check out our website to learn more and start the conversation! https://lnkd.in/g5j2iJQ

#consulting #data #datadriven #resourcesharing #professionaldevelopment",3,1,0,0,2,1,0,1,12,0,2.5,"2",1,0
"25","Viable Insights","","Linkedin","","","Promotion","Graphic",2,0.001377410468,0,0,34,2,"#partners","#orgdevelopment","","","","","","","N",NA,"On National Library Workers Day we want to give a big shout out to our partners at the Pima County Public Library! Thank you for all you do each and every day! 📚

#partners #orgdevelopment",3,0,0,1,3,0,0,1,4,1,3,"0",2,0
"26","Viable Insights","","Linkedin","","","Information","Graphic",1,0.0006887052342,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,8,0,NA,"0",0,0
"27","Viable Insights","","Linkedin","","","Information","People",2,0.001377410468,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,4,1,NA,"0",0,0
"28","Viable Insights","","Linkedin","","","Education","Graphic",0,0,0,0,23,1,"#interesting","","","","","","","","Y",NA,"https://lnkd.in/dbhstmGy

Evaluator friends....what are your thoughts on this article from Forbes? Are 5 point scales hurting our surveys?
#interesting",2,1,0,0,2,1,0,1,12,0,2,"2",1,0
"29","Viable Insights","","Linkedin","","","Information","None",14,0.009641873278,0,0,123,0,"","","","","","","","","Y",NA,"Hey All, Deven here! Just wanted to take a minute to give a big shout out to the @Arizona Evaluation Network for an awesome year. It was an honor to serve as the president and I am beyond excited for our new president @Nicole Janich.

Did you know that two additional members of the Viable Insights team also serve on the Board of Directors?

Newly elected Vice President of Administration is our very own @Holly Starr and our co-founder @Phil Stoeklen is the Vice President of Budget and Finance.

As a team of professionals in the world of data analytics we strive to bring growth and networking opportunities to others. Interested in joining? Check out our site here:

https://lnkd.in/gwYZ9wX",3,0,0,0,2,1,0,1,1,1,2.5,"1",1,0
"30","Viable Insights","","Linkedin","","","Information","None",2,0.001377410468,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,4,1,NA,"0",0,0
"31","Nicole Clark Consulting","","Linkedin","","","Education","Graphic",2,0.001682085786,0,0,77,0,"","","","","","","","","Y",NA,"Last week, National Asian and Pacific American Women’s Forum (NAPAWF), in partnership with The Asian American Foundation and the Korean American Community Foundation, released findings from its groundbreaking survey spotlighting the experiences of Asian American and Pacific Islander women with discrimination, harassment and violence in 2021.

Racialized misogyny of AAPI women has resulted in different forms of harassment and hate incidents, exacerbated by the COVID-19 pandemic.

Download the joint safety report: https://lnkd.in/dfSAursK",1,0,0,0,3,1,0,0,8,0,2,"1",0,0
"32","Nicole Clark Consulting","","Linkedin","","","Promotion","Graphic",1,0.0008410428932,0,0,69,4,"#racialequity","#publichealth","#research","#policy","","","","","Y",NA,"Registration is open for Minority Student Open, a virtual conference sponsored by the American Academy of HIV Medicine's Academy Council for Racial Equity.

Minority Student Open features an interdisciplinary panel, breakout sessions, and a plenary keynote to inspire and inform students and trainees of color considering careers in the health professions, including HIV care, policy or research.

Register here: https://lnkd.in/dkir-YaF

#racialequity #publichealth #research #policy",3,1,0,0,2,1,0,0,12,0,2.5,"2",0,0
"33","Nicole Clark Consulting","","Linkedin","","","Education","Self",13,0.01093355761,0,0,64,4,"#socialwork","#publichealth","#nonprofits","#organizationalculture","","","","","Y",NA,"If there’s anything I’ve hated about a consulting project, it most likely stems from the culture of the organization I worked with, and less about the actual project.

How can your organization be more transparent about your organizational culture to external consultants? Read more about my 6 red flags this week’s blog post: https://lnkd.in/dVhqSvZg

#socialwork #publichealth #nonprofits #organizationalculture",3,1,0,0,1,1,0,1,2,1,2,"2",1,0
"34","Nicole Clark Consulting","","Linkedin","","","Information","Graphic",3,0.00252312868,1,0,49,3,"#socialwork","#publichealth","#reproductivejustice","","","","","","Y",NA,"From ensuring access to clean diapers to supporting communities disproportionately impacted by hunger, how will you raise your voice for women and girls of color in September?⠀⠀
⠀⠀
Share what you're doing this month, and check out the Awareness Day Finder at ⠀⠀
https://lnkd.in/g2BSCBi
⠀⠀
#socialwork #publichealth #reproductivejustice",3,1,0,0,2,1,0,1,5,1,2.5,"2",1,0
"35","Nicole Clark Consulting","","Linkedin","","","Promotion","Graphic",2,0.001682085786,0,0,65,4,"#publichealth","#research","#socialwork","#reproductivejustice","","","","","Y",NA,"Public Health Research in Action is hosting a conversation this Thursday at 4pm pacific / 7pm eastern on the importance of building community advisory boards for your research.

The Clubhouse app is now open to everyone. Download the app in the Apple Store or Google Play, follow Public Health Research in Action and join the conversation this Thursday: https://lnkd.in/g8ztmX6

#publichealth #research #socialwork #reproductivejustice",2,1,0,0,2,1,0,0,8,0,2,"2",0,0
"36","Nicole Clark Consulting","","Linkedin","","","Promotion","Graphic",3,0.00252312868,0,0,91,3,"#georgia","#policy","#reproductivejustice","","","","","","Y",NA,"Feminist Women’s Health Center is hosting its annual 2-day Legislative Advocacy workshop for Georgia residents this weekend. 

Learn about the current state of reproductive justice in Georgia; how abortion restrictions and other laws impact Georgians; how those laws get made; and how Georgians can advocate for laws that help their communities thrive. 

The training will be via Zoom. Saturday’s training is from 1pm to 3pm (Eastern), and Sunday’s training is from 1pm to 4pm (Eastern).

Tickets are $10. Register today: https://lnkd.in/gP8Ytcyb

#georgia #policy #reproductivejustice",2,1,0,0,2,1,0,1,5,1,2,"2",1,0
"37","Nicole Clark Consulting","","Linkedin","","","Promotion","Words",3,0.00252312868,0,0,68,3,"#socialwork","#publichealth","#nonprofits","","","","","","Y",NA,"One of the best parts of my job is developing useful tools and resources for clients, partners and colleagues, and I’m always excited to hear how you’re using them.

If you’re curious how this process can work for your next workshop, training or community event, read more about my services and interest topics and let’s work together: https://lnkd.in/gatVmTM

#socialwork #publichealth #nonprofits",3,0,0,1,2,1,0,1,5,1,2.5,"1",2,0
"38","Nicole Clark Consulting","","Linkedin","","","Information","Graphic",2,0.001682085786,0,0,71,3,"#socialwork","#publichealth","#selfcare","","","","","","Y",NA,"Each week in the Raise Your Voice newsletter, I share my thoughts on building stronger, equitable practices to help you raise your voice for women and girls of color. Plus, I share curated resources and personal insights as I work with my clients and partners.⠀
⠀
Sign up today at https://lnkd.in/gk3ADyc and you’ll receive a copy of “The Revolution Starts with Me!” self care zine. ⠀
⠀
#socialwork #publichealth #selfcare",3,1,0,1,3,1,0,1,8,0,3,"2",2,0
"39","Nicole Clark Consulting","","Linkedin","","","Education","Graphic",1,0.0008410428932,0,0,96,3,"#socialwork","#publichealth","#nonprofits","","","","","","Y",NA,"When hiccups occur as you implement your programs or services, try this activity to evaluate your staff’s ability to pivot.

Whether you work with a staff or are a party of one, this action-oriented process (known as “evaluative thinking”) requires a willingness to continuously question what’s happening, leading to better decision-making, more well-focused programming, better-designed evaluations, and stronger organizational decision making.

Read more and download the evaluative thinking discussion guide at https://lnkd.in/dtMA68t.

Try this activity and let me know how it goes for you.

#socialwork #publichealth #nonprofits",3,0,0,0,3,1,0,1,12,0,3,"1",1,0
"40","Nicole Clark Consulting","","Linkedin","","","Education","Graphic",15,0.0126156434,1,1,76,5,"#reproductivejustice","#reproductiverights","#reproductivehealth","#interdisciplinary","#research","","","","Y",NA,"In Fall 2020, I was invited to join Provide, Inc. and a multidisciplinary and multi-issue community of experts in the fields of reproductive health/rights/justice, HIV, tobacco, alcohol, and marriage equality.

The result was “Evaluating Cultural Change Around Abortion: Insights from a Multidisciplinary Learning Community”, a white paper offering a framework and recommendations for conceptualizing culture change around abortion rights and access.

Read more at: https://lnkd.in/ger4kk5

#reproductivejustice #reproductiverights #reproductivehealth #interdisciplinary #research",2,1,0,0,2,1,0,1,1,1,2,"2",1,0
"41","Nicole Clark Consulting","","Linkedin","","","Promotion","Graphic",2,0.001682085786,0,0,95,0,"","","","","","","","","N",NA,"Join Reproductive Health Access Project and Reproductive Health Education in Family Medicine tomorrow at 5pm Pacific / 8pm Eastern for a virtual fundraiser and reflect on the 49th anniversary of the Roe v. Wade decision, the Supreme Court decision that legalized abortion nationwide.

This panel features clinicians Bhavik Kumar, April Lockley, Jamie Phifer, and Maya Bass, who will talk about the work they are doing to ensure that their patients receive the abortion care they need and deserve.

This a free event with a suggested $25 donation. Donations will be split evenly between RHAP and RHEDI.",2,1,0,0,3,1,0,0,8,0,2.5,"2",0,0
"42","Nicole Clark Consulting","","Linkedin","","","Promotion","Words",1,0.0008410428932,0,0,55,3,"#publichealth","#socialwork","#nonprofits","","","","","","Y",NA,"From highlighting the resilience and creativity of youth worldwide to reducing single-use plastic waste for a cleaner environment, how will you raise your voice for women and girls of color in July?

Share what you're doing this month, and check out the Awareness Day Finder at https://lnkd.in/dqc26Vp

#publichealth #socialwork #nonprofits",3,1,0,0,3,1,0,0,12,0,3,"2",0,0
"43","Nicole Clark Consulting","","Linkedin","","","Information","Miscellaneous",4,0.003364171573,0,2,90,3,"#mentalhealth","#socialwork","#publichealth","","","","","","Y",NA,"Mental Health America’s researchers have spent a year analyzing over 2.6 million mental health screens from 2020 and 2021.

Join MHA on February 16 as MHA breaks down the data by state and county in a one-of-a-kind dashboard, highlighting the experiences of people who may be experiencing depression, suicidal ideation, psychosis, or trauma during the COVID-19 pandemic (and what it all means for local leaders and the future of mental health.)

Register for the webinar at https://lnkd.in/dY-9hbYW

#mentalhealth #socialwork #publichealth",3,0,0,0,2,1,0,0,4,1,2.5,"1",0,0
"44","Nicole Clark Consulting","","Linkedin","","","Promotion","None",0,0,0,0,29,1,"#philanthropy","","","","","","","","Y",NA,"An Open Letter to Philanthropy, from People of Color-led, Movement-Accountable Public Foundations (led by Groundswell Fund).

Show your support by signing on: https://lnkd.in/e2BNTmj

#philanthropy",3,1,0,0,2,1,0,0,15,0,2.5,"2",0,0
"45","Nicole Clark Consulting","","Linkedin","","","Information","Self",5,0.004205214466,0,0,62,2,"#socialwork","#consulting","","","","","","","Y",NA,"The skills learned at the micro level of social work carries you throughout the field. As you move along your social work trajectory, how you can apply direct service skills in mezzo and macro roles?

Read more of this week’s blog post as I share how I navigate consulting projects using my social work skills: https://lnkd.in/gDmMfYGu

#socialwork #consulting",3,0,0,0,2,1,0,1,3,1,2.5,"1",1,0
"46","Evaluation Into Action","","Linkedin","","","Promotion","Graphic",12,0.01012658228,0,NA,78,9,"#evaluationintoaction","","","","","","","","Y",NA,"What does it take to build a culture of evaluation? How do you make sure that you are getting buy-in at every level? I’m looking forward to discussing these questions and more with Zach Tilton in this upcoming Eval Café event. Join us next week on March 30 for the free event hosted by The Evaluation Center at Western Michigan University! Register here: https://lnkd.in/d9Z68G_Y

#evaluationintoaction #charismith #cultureofevaluation #nonprofit #evaluationmadesimple #nonprofitgrowth #teachingofevaluation #evalcapacitybuilding #evalcafe",3,0,0,0,2,1,0,1,5,1,2.5,"1",1,0
"47","Evaluation Into Action","","Linkedin","","","Promotion","Words",15,0.01265822785,1,NA,53,12,"#philanthropy","","","","","","","","Y",NA,"Thank you David Fetterman and the Journal of Philanthropy and Marketing for this wonderful review of my book – Nonprofit Program Evaluation Made Simple: Get your Data. Show your Impact. Improve your Programs. Read the full review here: https://lnkd.in/gwXk8WGx

#philanthropy #fundraising #nonprofitleadership #nonprofitmanagement #evaluationintoaction #charismith #cultureofevaluation #nonprofit #evaluationmadesimple #nonprofitgrowth #teachingofevaluation #evalcapacitybuilding",3,0,0,0,2,1,0,1,3,1,2.5,"1",1,0
"48","Evaluation Into Action","","Linkedin","","","Information","People",1,0.0008438818565,1,NA,9,0,"","","","","","","","","Y",NA,"Thank you for sharing Susan Liao! This is amazing.",3,0,0,0,2,0,0,1,11,0,2.5,"0",1,0
"49","Evaluation Into Action","","Linkedin","","","Information","None",0,0,0,NA,3,0,"","","","","","","","","Y",NA,"Great job opportunity!",3,0,0,0,2,0,0,0,13,0,2.5,"0",0,0
"50","Evaluation Into Action","","Linkedin","","","Information","Graphic",1,0.0008438818565,0,NA,58,3,"#justiceforall","","","","","","","","Y",NA,"Jeff Bell with Legal Shield hosts this videocast Justice for All. In this episode, Brown Hope's cameron whitten shares his thoughts on homelessness, police reform, justice movements and more. I love how he talks about looking at data driven solutions to tackle these difficult issues. We’re lucky to have Cameron in our community.  
#justiceforall #brownhope #datadriven",3,0,0,0,3,0,0,1,11,0,3,"0",1,0
"51","Evaluation Into Action","","Linkedin","","","Information","Graphic",3,0.00253164557,0,NA,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,8,0,NA,"0",0,0
"52","Evaluation Into Action","","Linkedin","","","Promotion","Self",14,0.01181434599,4,NA,72,3,"#nonprofitleadership","","","","","","","","Y",NA,"Looking forward to being a guest on The Nonprofit Show on Tuesday, August 31, 2021 at 9:30am PACIFIC. Co-hosts Julia C. Patrick. Patrick and Jarrett R. Ransom, MBA Ransom have invited me to discuss my book Nonprofit Program Evaluation Made Simple and how nonprofits can use data to improve their organizations . You can register to watch the live 30-minute show at https://lnkd.in/gw-Fxpf2

#nonprofitleadership #nonprofitleaders #nonprofits",3,1,0,0,2,1,0,1,4,1,2.5,"2",1,0
"53","Evaluation Into Action","","Linkedin","","","Information","Graphic",0,0,0,NA,2,0,"","","","","","","","","Y",NA,"Great Opportunity!",3,0,0,0,2,0,0,0,13,0,2.5,"0",0,0
"54","Evaluation Into Action","","Linkedin","","","Information","Self",29,0.02447257384,3,NA,57,7,"#Evaluation","","","","","","","","Y",NA,"I designed my upcoming workshop to help anyone who wants to learn more about taking a more collaborative approach to creating measurable outcomes for their organization's programs. That includes early career or student evaluators as well as nonprofit programs, development, and leadership professionals!

I hope to see you there!

#Evaluation #GrantWriting #EvalCapacityBuilding #MeasuringImpact #Fundraising #Outcomes #VirtualEvent",3,1,0,1,2,1,0,1,1,1,2.5,"2",2,0
"55","Evaluation Into Action","","Linkedin","","","Information","Self",4,0.003375527426,0,NA,23,5,"#evaluation","","","","","","","","Y",NA,"Thanks Justin Yuen for sharing! I'm super excited about this workshop, and hope to see you there! #evaluation #grantwriting #evalcapacitybuilding #measuringimpact #fundraising",3,0,0,1,2,0,0,1,7,0,2.5,"0",2,0
"56","Evaluation Into Action","","Linkedin","","","Promotion","Self",0,0,0,NA,51,0,"","","","","","","","","Y",NA,"Does your organization have trouble creating measurable outcomes for your program evaluation work? I can help! Sign up for my interactive, virtual workshop on 7/29 and learn how you can set clear, measurable, and collaborative outcomes for effective and useful program evaluation work at your organization.  

Virtual workshop details & tickets:",3,1,0,0,2,1,0,1,13,0,2.5,"2",1,0
"57","Evaluation Into Action","","Linkedin","","","Information","Self",28,0.02362869198,1,NA,59,3,"#ProgramEvaluation","","","","","","","","Y",NA,"Check it out, my podcast episode with Joan Garry is out now! Listen to learn about what fears are at the root of why so many organizations are reluctant to do program evaluation, and how you can overcome them. (Bonus: listen for a promo code to get a discount on my upcoming survey workshop!) #ProgramEvaluation #NonprofitsAreMessy #Podcast

Listen now:",2,1,0,0,2,1,0,1,2,1,2,"2",1,0
"58","Evaluation Into Action","","Linkedin","","","Information","Graphic",11,0.009282700422,0,NA,47,0,"","","","","","","","","Y",NA,"New resources are on my website now, including an evaluation readiness assessment, a how to do evaluation mini guides, links to several of my guest spots on recent program evaluation podcasts, plus the video of my American Evaluation Association 2020 conference opening keynote video. Check it out!",3,0,0,0,2,1,0,1,6,0,2.5,"1",1,0
"59","Evaluation Into Action","","Linkedin","","","Information","None",3,0.00253164557,0,NA,5,0,"","","","","","","","","Y",NA,"Great part time job opportunity!",3,0,0,0,2,0,0,0,8,0,2.5,"0",0,0
"60","Evaluation Into Action","","Linkedin","","","Promotion","None",3,0.00253164557,0,NA,44,3,"#evaluation","","","","","","","","Y",NA,"Thank you Julia C. Patrick and Jarrett R. Ransom, MBA for having me on the Nonprofit Show today! I'm so excited that my book, Nonprofit Program Evaluation Made Simple, is a part of your book club! https://lnkd.in/gMSJ_ZJR

#evaluation #nonprofitleadership #nonprofits",3,0,0,1,2,0,0,1,8,0,2.5,"0",2,0
"61","Mirror Group","","Linkedin","","","Personal","Graphic",76,0.02932098765,7,NA,66,4,"#graduation","","","","","","","","N",NA,"#Graduation feels so good! Thank you Inner City Capital Connections for another phenomenal year of training and development. As I continue my path toward earning my #minimba in entrepreneurship, I appreciate all that ICCC staff, instructors, and fellow business owners have contributed to strengthening our foundation at Mirror Group LLC. With 5 years as a business on the horizon, these are exciting times.

#gratitude #onwardandupward",3,0,0,1,3,0,0,1,2,1,3,"0",2,0
"62","Mirror Group","","Linkedin","","","Information","None",10,0.003858024691,0,NA,12,1,"#opportunityalert","","","","","","","","Y",NA,"#opportunityalert to work with Diana Lemos and the American Medical Association",3,0,0,0,2,0,0,0,12,0,2.5,"0",0,0
"63","Mirror Group","","Linkedin","","","Information","None",6,0.002314814815,2,NA,15,1,"#opportunityalert","","","","","","","","Y",NA,"#opportunityalert to work with the awesome Rashon Lane . Check it out, share and apply.",3,0,0,0,2,1,0,0,14,0,2.5,"1",0,0
"64","Mirror Group","","Linkedin","","","Information","Words",28,0.01080246914,1,NA,49,3,"#Eval21","","","","","","","","N",NA,"""Our goal today is that no AEA member leaves the opening plenary wondering what does indigenous land acknowledgment have to do with me."" -Tom Grayson kicking off the American Evaluation Association #Eval21 Opening Plenary with @Frank Waln, Veronica Olazabal (she, her, hers), Andrealisa Belzer (she/elle).

#meetingthemoment #landrecognition",3,0,0,0,2,0,0,1,7,0,2.5,"0",1,0
"65","Mirror Group","","Linkedin","","","Information","Words",113,0.04359567901,10,NA,64,1,"#meetthemoment","","","","","","","","N",NA,"Overheard at American Evaluation Association #Eval21. Dr. Arthur Hernandez on the intersection between community-based and participatory research (CBPR) and culturally responsive and equitable evaluation (CREE) with Latinx communities. ""You need to engage in relationship building at the pace of community and not your own.""

This is how we #meetthemoment when we acknowledge that we are on community's time, not our own time!",3,0,0,0,3,0,0,1,1,1,3,"0",1,0
"66","Mirror Group","","Linkedin","","","Information","Graphic",42,0.0162037037,6,NA,25,2,"#equity","","","","","","","","Y",NA,"Come join some of my favorite colleagues and myself for a 2-day training #Equity in #action Utilizing a Culturally Responsive and Racially Equitable Evaluation",3,0,0,0,2,1,0,1,5,1,2.5,"1",1,0
"67","Mirror Group","","Linkedin","","","Promotion","Graphic",19,0.007330246914,1,NA,35,5,"#philanthropy","","","","","","","","Y",NA,"So Kimberlin D. Butler and I chatted last month about #philanthropy's role in advancing #culturallyresponsive and #equitableresearch and #evaluation. Check out the #podcast and drop a message below about 1-2 takeaways for you.",3,0,0,1,2,1,0,1,9,0,2.5,"1",2,0
"68","Mirror Group","","Linkedin","","","Promotion","Graphic",35,0.01350308642,3,NA,63,3,"#hiringalert","","","","","","","","Y",NA,"#hiringalert It has been a #purpose + #passion journey to work with the Baltimore Children and Youth Fund over the past two years. Now the permanent entity is hiring 4 full-time VP positions and a grants and contracts manager. Check out the flier, share, and apply.

For all inquiries reach out to info@bcyfund.org and visit https://lnkd.in/eGfmG3-b.",3,0,0,1,2,1,0,1,6,0,2.5,"1",2,0
"69","Mirror Group","","Linkedin","","","Promotion","Graphic",5,0.001929012346,0,NA,18,2,"#thriving","","","","","","","","Y",NA,"Check out this #thriving #metrics report from National Innovation Service. antwuan wallace (he/him), thank you for sharing.",2,0,0,0,2,1,0,0,15,0,2,"1",0,0
"70","Mirror Group","","Linkedin","","","Information","Graphic",8,0.003086419753,0,NA,32,2,"#swoon","","","","","","","","Y",NA,"#swoon If I didn’t already have have a gig at Mirror Group LLC I would throw my hat in the ring! Check out this #opportunityalert posted by Ayris T. Scales",3,0,0,0,2,1,0,1,13,0,2.5,"1",1,0
