,name,text,hashtags,likes,comments
95,Nonprofit Leadership Lab,"
 This work is important, but so is your mental health. Don't forget to take breaks 🧡 #LaborDay #SupportNonprofits #NonprofitCommunity #SelfCare
","['LaborDay', 'SupportNonprofits', 'NonprofitCommunity', 'SelfCare\n']",7,0
96,Nonprofit Leadership Lab,"
 Even good people have biases.... That's why belonging is the most important piece of diversity work.How do you define belonging?#Belonging #NonprofitsMatter #DEI #NonprofitOrg #NonprofitED #NonprofitBoard #NonprofitOrganization
","['Belonging', 'NonprofitsMatter', 'DEI', 'NonprofitOrg', 'NonprofitED', 'NonprofitBoard', 'NonprofitOrganization\n']",1,0
97,Nonprofit Leadership Lab,"
 Nonprofit leaders, thank you for being you. #Nonprofits
",['Nonprofits\n'],6,0
98,Nonprofit Leadership Lab,"
 Time for a quiz! Today's subject? The two most important words in fundraising. #NonprofitFundraising
",['NonprofitFundraising\n'],4,0
99,Nonprofit Leadership Lab,"
 What's an example of an important conversation you are having at your #NonprofitOrg right now?
",['NonprofitOrg'],1,0
100,Nonprofit Leadership Lab,"
 Tired of always fishing in the same pool of resources? Here are 5 simple ways to expand your pool of donors and volunteers.https://lnkd.in/e-uyDAvM #NonprofitWork #NonprofitLeader #NonprofitED 
","['NonprofitWork', 'NonprofitLeader', 'NonprofitED']",1,0
101,Nonprofit Leadership Lab,"
 Things at your #Nonprofit flow much better when the board and staff are completely aligned and working towards the exact same set of goals.If your team feels out of sync lately, this post might inspire you: https://lnkd.in/eci-DF_z 
",['Nonprofit'],0,0
102,Nonprofit Leadership Lab,"
 How does your team keep the focus on your org's mission?#NonprofitWork #NonprofitOrganization
","['NonprofitWork', 'NonprofitOrganization\n']",3,0
103,Nonprofit Leadership Lab,"
 True or false? Everyone on your board makes an annual financial contribution – 100% giving.If you answered false, here's why you might want to change that: https://lnkd.in/ea6KEieu #NonprofitBoard #NonprofitFundraising #NonprofitResources
","['NonprofitBoard', 'NonprofitFundraising', 'NonprofitResources\n']",1,0
104,Nonprofit Leadership Lab,"
 Your board is one of the most valuable resources your org has...if you know how to leverage each member’s strengths.Check out this blog post to learn 5 steps your board can take right now to maximize its impact: https://lnkd.in/eU3MEFKQ 
",0,0,0
105,Nonprofit Leadership Lab,"
 A poorly constructed advisory board can cause more problems than it solves.So how can you make an advisory board really count?By having a clear idea of why your organization needs one and who should be serving on it. Keep reading to get the scoop: https://lnkd.in/g5YFanh3
",0,0,0
106,Nonprofit Leadership Lab,"
 Do you agree? 🧡 #NationalNonprofitDay
",['NationalNonprofitDay\n'],16,0
107,Nonprofit Leadership Lab,"
 Do the words “strategic planning” lead you to break out in a rash?Have you considered not using them? Instead, take the time to get together with your team and pose some tough strategic questions.The kind that need to be answered so you can create an effective roadmap that will help you lead your team towards the fulfillment of your mission.
",0,2,0
108,Nonprofit Leadership Lab,"
 Passion is a key ingredient for a high-functioning board...Whether your board is running low or running out, this formula from our founder Joan Garry will help you keep the spark alive. #NonprofitBoard #NonprofitSuccess #NonprofitTips
","['NonprofitBoard', 'NonprofitSuccess', 'NonprofitTips\n']",0,0
109,Nonprofit Leadership Lab,"
 You can't spell community without unity.Fostering a sense of community with your org's staff, your volunteers, the people you serve, and even other nonprofit leaders makes us all stronger — and that much closer to creating a better world. #NonprofitCommunity #NonprofitWork #NonprofitSupport
","['NonprofitCommunity', 'NonprofitWork', 'NonprofitSupport\n']",1,0
110,Nonprofit Leadership Lab,"
 Know anyone who's THIS ignited to tell their #NonprofitOrganization's story? Tag them!
","[""NonprofitOrganization's""]",1,0
111,Nonprofit Leadership Lab,"
 What helps you unwind? #NonprofitCommunity #NonprofitLeader #WorkplaceSelfCare
","['NonprofitCommunity', 'NonprofitLeader', 'WorkplaceSelfCare\n']",0,0
112,Nonprofit Leadership Lab,"
 Did you know that your organization’s volunteers are likely the biggest source of donors in your organization? #NonprofitWork #Volunteer
","['NonprofitWork', 'Volunteer\n']",0,0
113,Nonprofit Leadership Lab,"
 What else would you add to this list? #NonprofitLeadership #NonprofitWork #NonprofitED
","['NonprofitLeadership', 'NonprofitWork', 'NonprofitED\n']",2,1
114,Nonprofit Leadership Lab,"
 Thank you for all that you do.If you ever find yourself needing more support, more resources, or more education on the ins and outs of the nonprofit sector, we invite you to become a member of our online community.Head over to nonprofitleadershiplab.com to learn more and claim your invitation. #NonprofitCommunity #NonprofitsOfInstagram
","['NonprofitCommunity', 'NonprofitsOfInstagram\n']",1,0
115,Nonprofit Leadership Lab,"
 The success of a special event is not about the money you make during the event. It’s about the money that follows.Here is Joan Garry's six-step plan for capitalizing on the power of special events. Try it out and let us know what you think.
",0,2,0
116,Nonprofit Leadership Lab,"
 Need help with fundraising? Our community and online learning platform for nonprofit board and staff leaders will help you get on track!Access fundraising templates, resources, masterclasses, boot camps, and so much more inside the Nonprofit Leadership Lab.We're only open to new members every so often (this helps us give all of our members the attention they need), but here's how you can join us.Head over to https://lnkd.in/dfACPwme and request your invitation today. Then, you'll get an email when our doors open up again!
",0,1,0
117,Nonprofit Leadership Lab,"
 Ever find yourself wondering, “When did asking for money become so hard?”This post is for you! #NonprofitFundraising #NonprofitWork https://lnkd.in/dbF_Ey_R 
","['NonprofitFundraising', 'NonprofitWork']",0,0
118,Nonprofit Leadership Lab,"
 Whether you choose to donate to a cause, volunteer, join a board, or simply share this video — it's time to DO SOMETHING.Our world needs you.#SupportANonprofit #NonprofitFundraising #NonprofitWork #NonprofitBoard
","['SupportANonprofit', 'NonprofitFundraising', 'NonprofitWork', 'NonprofitBoard\n']",1,0
119,Mirror Group LLC,"
 Come join the growing list of Equity in Action alumni aligning their workplace processes with a health-equity lens. Equity in Action workshops focus on how public health professionals can better foster, develop, and practice diversity and cultural capacity through awareness, knowledge, and skills. The field of evaluation is being challenged to utilize processes that consider who is being evaluated and who is conducting the evaluation. MPHI has developed a framework for strategic engagement in service of a culturally responsive, racially equitable evaluation (CRREE). Using this framework can transform evaluations. Critical and substantive nuances are often missed, ignored, or misinterpreted when an evaluator is unaware of the culture of those being evaluated. CRREE can be utilized to undo racism and oppression previously upheld by researchers, evaluators, institutions, and systems. Utilizing Culturally Responsive and Racially Equitable EvaluationOctober 4-6, 2022 from 1:00-5:00pm ETVirtual - ZoomCost: $495 All attendees will receive a certificate of attendance with educational hours. Thank you, and we look forward to seeing you in October!
",0,17,1
120,Mirror Group LLC,"
 Click the link in the comments to join our Founder + Principal Mindelyn Anderson for a candid and interactive Inner City Capital Connections conversation ""From One to Many: Maintaining Core Values While Growing Your Business.""
",0,44,4
121,Mirror Group LLC,"
 #CareersBeyondAcademia. Our Founder + Principal Dr. Mindelyn Anderson believes passionately in how to translate academic skills to other sectors, industries and careers. She shares some learnings about translational skills, transitioning from the academy, and using your gifts and talents to serve the communities you love!https://lnkd.in/dGPZJUYu
",['CareersBeyondAcademia.'],25,0
122,Mirror Group LLC,"
 #CareersBeyondAcademia. Some say a Ph.D. teaches you how to survive in the academy, yet nothing to thrive outside of the ivory tower.  Don't believe the hype! There are many careers beyond academia and I am thrilled to return to my sociological roots to share on an American Sociological Association panel about my journey from tenure track assistant professor to masters program director to Founder + Principal of Mirror Group LLC coming full circle to fulfill my #littlegirldream. I look forward to talking about translational skills, transitioning from valuing your gifts and talents in a university setting to demonstrating value-add in other industries, and so much more.#sociology #careersuccess #beyondtheclassroom
","['CareersBeyondAcademia.', 'littlegirldream.', 'sociology', 'careersuccess', 'beyondtheclassroom\n']",11,0
123,Mirror Group LLC,"
 #trainingopportunity
",['trainingopportunity\n'],6,0
124,Mirror Group LLC,"
 Join MPHI for a powerful 2-day offering of #Equity in #Action.  On June 22nd and 23rd, Dr. Kristine Andrews, PhD, Dr. Paul Elam, and Dr. LaShaune Johnson will guide participants through the practical use of #culturallyresponsive and #raciallyequitable #evaluation (CRREE).Check out the training, share, and register.
","['Equity', 'Action.', 'culturallyresponsive', 'raciallyequitable', 'evaluation']",30,5
125,Mirror Group LLC,"
 Hello everyone! We hope to see some of you tomorrow during our Open HR Hours from 1:00 pm - 2:00 pm EST to learn about the exciting employment opportunities we have at Mirror Group as well as general best practices for job seekers. If you are not able to make it tomorrow, feel free to register for future dates. See the link below to register!https://lnkd.in/eeyeqC3P
",0,12,0
126,Mirror Group LLC,"
 It's time to #PowerUp #DC. Our Founder + Principal Mindelyn Anderson will join Kristi Whitfield, Imani Samuels and Safiya Allsop for a panel discussion on ""Find the Balance to POWERUP Your Business"" for U.S. Small Business Administration #smallbusiness Week and DC Small Business Month.Walker's Legacy Walker's Legacy Foundation DC Department of Small & Local Business Development (DSLBD)
","['PowerUp', 'DC.', 'smallbusiness']",4,0
127,Mirror Group LLC,"
 #FreshRead!
",['FreshRead!\n'],4,0
128,Mirror Group LLC,"
 #HotRead.  Clare Nolan and colleagues at Engage R+D have just released a new resource on #evaluation and #learning at #foundations.  Here's another one to add to our reading list at Mirror Group LLC.
","['HotRead.', 'evaluation', 'learning', 'foundations.']",12,0
129,Mirror Group LLC,"
 https://lnkd.in/eYiQVdsJ
",0,13,0
130,Mirror Group LLC,"
 Happy Spring!  It is the time of new beginnings and I am starting to see the seeds sewn sprout.  One of our big goals at Mirror Group LLC this year is to document, streamline, and automate all of our core business processes. Ambitious, yes. So why do this? Because we intend to get out of cycles of #work, Work, WORK, overwork, #rest, work, Work, WORK, overwork, #BURNOUT .... and the cycle repeats. We seek to set the conditions to thrive where we can continue to bring our whole selves to our work without that being an unnecessary sacrifice.  Why is that important?Because doing the work at the intersection of data + equity is heavy, weighty work. And it is work that we love. And it is work that supports the communities that we love.How to hold it all in community and interdependent work is what is on my mind these days. If you are in a similar space, have been there done that, or see that space in your future, come join me for this month's Mirror Group Tea Time, this Wednesday April 6th at 1pm ET.#business #community #love #futureofwork #cree
","['work,', 'rest,', 'BURNOUT', 'business', 'community', 'love', 'futureofwork', 'cree\n']",3,0
131,Mirror Group LLC,"
 Good Afternoon! We hope to see some of you this time tomorrow during our Open HR Hours from 1:00 pm - 2:00 pm EST to learn about the exciting employment opportunities we have at Mirror Group as well as general best practices for job seekers. If you can't make it tomorrow, feel free to register for future dates. See the link below to register!https://lnkd.in/eeyeqC3P
",0,1,0
132,Mirror Group LLC,"
 The training undergraduates will receive in this Data Justice Academy is the exact sort of experience we look for in our consulting colleagues. Check out the opportunity, share and apply for a summer experience to remember at University of Virginia.
",0,25,4
133,Mirror Group LLC,"
 Hey #undergrads, who is interested in #datascience + #justice + #healthequity. Check out this opportunity at University of Virginia.  Applications are due ASAP.
","['undergrads,', 'datascience', 'justice', 'healthequity.']",8,1
134,Mirror Group LLC,"
 Check out Anndrekia Maha, M.S., SHRM-CP at the Howard University Doctoral Pathways Conference this Friday April 1st  representing Mirror Group (see the 48 second mark)!Spring has sprung and we look forward to discussing career pathways for PhDs.https://lnkd.in/g-p6xj2X
",0,11,1
135,Mirror Group LLC,"
 Join the Doctoral Career Pathways Conference this Friday! And thank you to all of our speakers - we couldn’t do this without you. Register: https://lnkd.in/eq45-yGu #doctoralcareers #HUDocAlumni
","['doctoralcareers', 'HUDocAlumni\n']",9,0
136,Mirror Group LLC,"
 Good Afternoon! We hope to see some of you tomorrow during our Open HR Hours from 1:00 pm - 2:00 pm EST to learn about the exciting employment opportunities we have at Mirror Group as well as general best practices for job seekers. If you can't make it tomorrow, feel free to register for future dates. See the link below to register!https://lnkd.in/eeyeqC3P
",0,13,0
137,Mirror Group LLC,"
 Good Afternoon! We hope to see some of you tomorrow during our Open HR Hours. Please join us from 1:00 pm - 2:00 pm EST to learn about the exciting employment opportunities we have at Mirror Group as well as general best practices for job seekers. If you can't make it tomorrow, you are welcome to register for future dates. See the link below to register!https://lnkd.in/eeyeqC3P
",0,11,1
138,Mirror Group LLC,"
 The Northeastern University Public Evaluation Lab (NU-PEL) and the Greater Boston Evaluation Network (GEBN) will be co-hosting a virtual event to continue the Culturally Responsive Evaluation (CRE) series on Thursday, March 31st from 10:00 am to 11:30 am EST. As our world calls for evaluation that is multiculturally valid, honors the multiple truths from a range of communities, and is in service of equitable change, many evaluators are seeking to bridge theory to practice in their work. Our Founder + Principal, Dr. Mindelyn Anderson, will be leading another 90-minute interactive learning session that will provide a reflective and action-oriented environment, where participants will be able to draft and practice creating tools for CRE. This is an open event. To register for the event, please visit:https://lnkd.in/ecGPYxTU
",0,58,3
139,Mirror Group LLC,"
 It's #TeaTime again.  Today our Founder + Principal Mindelyn Anderson will be in conversation with EduDream's Michelle Oliva. Both of our organizations are #hiring and we will share the why and how behind this growth.  Come snd chat.
","['TeaTime', 'hiring']",12,0
140,Mirror Group LLC,"
 It is the first Wednesday of the month and I am looking forward to Mirror Group LLC #TeaTime today at 1pm ET.  I am grateful that Michelle Oliva of EduDream will join me in conversation about our joys and journeys in growing our organizations.  Are you free this afternoon (or morning depending on your coast)?  Come chat with us!
",['TeaTime'],6,0
141,Mirror Group LLC,"
 Good Afternoon! We hope to see some of you tomorrow during our Open HR Hours. Pop in from 1:00 pm - 2:00 pm EST to learn about the exciting employment opportunities we have at Mirror Group as well as general best practices for job seekers. If you can't make it tomorrow, feel free to register for future dates. See the link below to register!https://lnkd.in/gvnDXSzb
",0,9,0
142,Mirror Group LLC,"
 CALLING SOON TO BE GRADS & ENTRY LEVEL JOB SEEKERS!If you are justice-oriented, liberation-focused, community-rooted, and have an interest in serving learning organizations, please continue reading.We are hiring Assistant Consultants (Research and Evaluation) at Mirror Group (MG). Our Assistant Consultants will bring qualitative, quantitative, and/or mixed methods skills, drive and energy to support multiple MG research, evaluation, learning and strategy contracts. The ideal candidate will combine technical skills with lived experience and a commitment to make data and information accessible to priority communities and learning organizations. This position requires reliability, flexibility, and a learning + action posture to be responsive to Mirror Group's evolving project needs.See below for some fast facts about the job:Location: Fully remote (US based)Starting Salary: $50,000 - $55,000Benefits: 11 paid holidays, 15 PTO days, health insurance, short-term disability, long-term disability, life insurance, wellness resources, and up to 4% of salary contribution to 401k retirement plan and student loan debt repayment.Applying for the job: We do not require cover letters, instead we ask you to respond to application questions. Full application instructions are in the job description on our website. To view the job description, click on Research and Evaluation Assistant.About us: At the core of our work we are data + equity people using our gifts and talents in service of learning organizations and thecommunities we love. We are a growing organization looking for people who want to grow with us.Check out this role and others at mirrorgroupllc.com/careers! #consultants #research #dataequity
","['consultants', 'research', 'dataequity\n']",20,7
143,Mirror Group LLC,"
 Hello February!  We are into the 2nd month of the year and another opportunity to honor our ancestors through Black History Month. We know that throughout the generations a shared vision, community, and collective work and responsibility have made all the difference. In this spirit, we look forward to engaging with colleagues during this month's Mirror Group #TeaTime to talk about #partnership. What it means to you, how we have experienced it, and how it makes the difference in our culturally responsive and equitable consulting work.Join us on February 2nd at 1pm ET. https://lnkd.in/eVbRQWaF
","['TeaTime', 'partnership.']",2,0
144,Mirror Group LLC,"
 Do you love the opportunity to guide a group to develop a #theoryofchange?  Do you find joy in developing #logicmodels with #learningorganizations?  Is your happy place to help #missiondriven organizations align their #ideas, #actions, and #impact? If this sounds like you, we have a role waiting for you as a #Research and #Evaluation Assistant or Associate at Mirror Group LLC. Check out our careers, share and apply.https://lnkd.in/efGcU6F
","['theoryofchange?', 'logicmodels', 'learningorganizations?', 'missiondriven', 'ideas,', 'actions,', 'impact?', 'Research', 'Evaluation']",11,0
145,Mirror Group LLC,"
 Good Morning, all! We are expanding our team at Mirror Group. We are hiring Research & Evaluation Assistants, Research & Evaluation Associates, Project Managers, a Project Director for Evaluation, Learning, and Strategy, and an Administrative Assistant. If you're interested in any of these roles, please visit our careers page at mirrorgroupllc.com/careers. Please share with your networks. Feel free to tag someone who you think would be a great fit in the comments.In this new year, we are also rolling out our HR Open Hours. These will occur the 2nd and 4th Wednesday of every month from 1:00 pm - 2:00 pm EST and will be hosted by our Operations Manager, Anndrekia Maha. These spaces are perfect to come learn about Mirror Group, the roles we're hiring for, and to share and discuss general best practices for job seekers. Our first HR Open Hour will be today at 1:00 pm EST. If you would like to attend, please sign up at: https://lnkd.in/eS6uQSdP.We look forward to sharing space with you soon!
",0,5,0
146,Mirror Group LLC,"
 Hello 2022. How are you? We are back from Winter Break and looking forward to chatting with colleagues at this Wednesday's Mirror Group LLC #TeaTime. Top of mind for us is #hiring for full-time #projectmanager, #research and #evaluation associate and assistant roles, and expanding our #subcontracting partnerships. If you or someone you know is interested to join us January 5th at 1pm ET, please email info@mirrorgroupllc.com to be added to the calendar invitation.If you are taking it slow coming into the new year and would like to connect in February, please register via this Calendly Link: https://lnkd.in/eAyrakjF
","['TeaTime.', 'hiring', 'projectmanager,', 'research', 'evaluation', 'subcontracting']",7,1
147,Mirror Group LLC,"
 Good Morning all! We hope that you all are considering attending the Forbes Power Women's Summit. With such an impressive list of speakers, this is sure to be an exciting conference. If you attend, you'll likely see our new Project Director for Training and Technical Assistance, Holly Benner or our Operations Manager, Anndrekia Maha, M.S., SHRM-CP. If you do, feel free to connect with them during the conference. You can view more information about the conference and sign up here: https://lnkd.in/dUCePvZQ.
",0,3,0
148,Mirror Group LLC,"
 Join us today. Much is on the horizon with us hiring new colleagues, embarking on new projects and more. Email info@mirrorgroupllc.com to be added to the calendar invitation.
",0,1,2
