Unnamed: 0,name,text,hashtags,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,corpus,word_count,response,log_plus1,log
37,Nicole Clark Consulting,"
 You can’t rush trust building. As we prove ourselves to each other, more will be revealed in time. And when that information is revealed, it’s up to all of us to work together to hold that trust.  How do you establish trust when working in a client-consultant relationship? Read more of this week’s blog post at                                                                                                                                                                                            https://lnkd.in/eWw7Jjnk
",0,3,2,0,1,0,6.3478260869565215,"
 you cant rush trust building as we prove ourselves to each other more will be revealed in time and when that information is revealed its up to all of us to work together to hold that trust  how do you establish trust when working in a clientconsultant relationship read more of this weeks blog post at                                                                                                                                                                                            
","['cant', 'rush', 'trust', 'building', 'prove', 'revealed', 'time', 'information', 'revealed', 'us', 'work', 'together', 'hold', 'trust', 'establish', 'trust', 'working', 'clientconsultant', 'relationship', 'read', 'weeks', 'blog', 'post', 'cant', 'rush', 'trust', 'building', 'prove', 'revealed', 'time', 'information', 'revealed', 'us', 'work', 'together', 'hold', 'trust', 'establish', 'trust', 'working', 'clientconsultant', 'relationship', 'read', 'weeks', 'blog', 'post']",46,5,1.791759469228055,1.6094379124341003
38,Nicole Clark Consulting,"
 The Reproductive Justice Fund, launched by HEART Women & Girls is currently raising $7000 to support critical services for Muslim communities.  Make a donation to HEART's Reproductive Justice Fund today below.
",0,8,0,0,0,0,7.0476190476190474,"
 the reproductive justice fund launched by heart women  girls is currently raising  to support critical services for muslim communities  make a donation to hearts reproductive justice fund today below
","['reproductive', 'justice', 'fund', 'launched', 'heart', 'women', 'girls', 'currently', 'raising', 'support', 'critical', 'services', 'muslim', 'communities', 'make', 'donation', 'hearts', 'reproductive', 'justice', 'fund', 'today', 'reproductive', 'justice', 'fund', 'launched', 'heart', 'women', 'girls', 'currently', 'raising', 'support', 'critical', 'services', 'muslim', 'communities', 'make', 'donation', 'hearts', 'reproductive', 'justice', 'fund', 'today']",42,8,2.1972245773362196,2.0794415416798357
39,Nicole Clark Consulting,"
 From supporting young parents to celebrating the important roles community health centers play, how will you raise your voice for women and girls of color in August?Share what you're doing this month and find more awareness observances at https://lnkd.in/d5k-tr2#socialwork #publichealth #nonprofits #reproductivejustice
","['socialwork', 'publichealth', 'nonprofits', 'reproductivejustice\n']",4,0,4,1,0,6.809523809523809,"
 from supporting young parents to celebrating the important roles community health centers play how will you raise your voice for women and girls of color in augustshare what youre doing this month and find more awareness observances at    
","['supporting', 'young', 'parents', 'celebrating', 'important', 'roles', 'community', 'health', 'centers', 'play', 'raise', 'voice', 'women', 'girls', 'color', 'augustshare', 'youre', 'month', 'find', 'awareness', 'observances', 'supporting', 'young', 'parents', 'celebrating', 'important', 'roles', 'community', 'health', 'centers', 'play', 'raise', 'voice', 'women', 'girls', 'color', 'augustshare', 'youre', 'month', 'find', 'awareness', 'observances']",42,4,1.6094379124341003,1.3862943611198906
40,Nicole Clark Consulting,"
 The beauty of working on different projects is how unique and complex each project is. While some aspects are easy to predict, we all have a role to play in ensuring the project moves forward.  And that includes a healthy dose of transparency. How do you navigate the uniqueness and complexity of a project? Read more at https://lnkd.in/ejWzGKxv
",0,1,0,0,1,0,6.92,"
 the beauty of working on different projects is how unique and complex each project is while some aspects are easy to predict we all have a role to play in ensuring the project moves forward  and that includes a healthy dose of transparency how do you navigate the uniqueness and complexity of a project read more at 
","['beauty', 'working', 'different', 'projects', 'unique', 'complex', 'project', 'aspects', 'easy', 'predict', 'role', 'play', 'ensuring', 'project', 'moves', 'forward', 'includes', 'healthy', 'dose', 'transparency', 'navigate', 'uniqueness', 'complexity', 'project', 'read', 'beauty', 'working', 'different', 'projects', 'unique', 'complex', 'project', 'aspects', 'easy', 'predict', 'role', 'play', 'ensuring', 'project', 'moves', 'forward', 'includes', 'healthy', 'dose', 'transparency', 'navigate', 'uniqueness', 'complexity', 'project', 'read']",50,1,0.6931471805599453,0.0
41,Nicole Clark Consulting,"
 EMILY's List Ignite Change Fellowship is a nine-week virtual initiative to train community leaders and advocates to become the next generation of Democratic pro-choice candidates.  The Fellowship will cover a variety of topics, including:* Understanding the nuts and bolts of politics * Developing your personal story and messaging * Fundraising best practices Applicants should also exhibit the following attributes:* Experience serving as an organizational leader or advocate in their community* An eagerness to potentially run for office in the future* No prior or current history of being a candidate or running for office* Applicants from historically underserved communities, including women of color, LGBTQ+ women and non-binary people, women from rural communities, and women with disabilities are strongly encouraged to apply. The program is free for accepted applicants. Apply by September 9 at https://lnkd.in/ea_eZ2pc
",0,3,1,0,0,0,8.153846153846153,"
 emilys list ignite change fellowshipis a nineweek virtual initiative to train community leaders and advocates to becomethe next generation of democratic prochoice candidatesthe fellowship will cover a variety of topics including understanding the nuts and bolts of politics developing your personal story and messaging fundraising best practicesapplicants should alsoexhibit the following attributes experience serving as an organizational leader or advocate in their community an eagerness to potentially run for office in the future no prior or current history of being a candidate or running for office applicants from historically underserved communities includingwomen of color lgbtq women and nonbinary people women from rural communities and women with disabilities are strongly encouraged toapplythe program is free for accepted applicants apply byseptember  at 
","['emilys', 'list', 'ignite', 'change', 'fellowshipis', 'nineweek', 'virtual', 'initiative', 'train', 'community', 'leaders', 'advocates', 'becomethe', 'next', 'generation', 'democratic', 'prochoice', 'candidatesthe', 'fellowship', 'cover', 'variety', 'topics', 'including', 'understanding', 'nuts', 'bolts', 'politics', 'developing', 'personal', 'story', 'messaging', 'fundraising', 'best', 'practicesapplicants', 'alsoexhibit', 'following', 'attributes', 'experience', 'serving', 'organizational', 'leader', 'advocate', 'community', 'eagerness', 'potentially', 'run', 'office', 'future', 'prior', 'current', 'history', 'candidate', 'running', 'office', 'applicants', 'historically', 'underserved', 'communities', 'includingwomen', 'color', 'lgbtq', 'women', 'nonbinary', 'people', 'women', 'rural', 'communities', 'women', 'disabilities', 'strongly', 'encouraged', 'toapplythe', 'program', 'free', 'accepted', 'applicants', 'apply', 'byseptember', 'emilys', 'list', 'ignite', 'change', 'fellowshipis', 'nineweek', 'virtual', 'initiative', 'train', 'community', 'leaders', 'advocates', 'becomethe', 'next', 'generation', 'democratic', 'prochoice', 'candidatesthe', 'fellowship', 'cover', 'variety', 'topics', 'including', 'understanding', 'nuts', 'bolts', 'politics', 'developing', 'personal', 'story', 'messaging', 'fundraising', 'best', 'practicesapplicants', 'alsoexhibit', 'following', 'attributes', 'experience', 'serving', 'organizational', 'leader', 'advocate', 'community', 'eagerness', 'potentially', 'run', 'office', 'future', 'prior', 'current', 'history', 'candidate', 'running', 'office', 'applicants', 'historically', 'underserved', 'communities', 'includingwomen', 'color', 'lgbtq', 'women', 'nonbinary', 'people', 'women', 'rural', 'communities', 'women', 'disabilities', 'strongly', 'encouraged', 'toapplythe', 'program', 'free', 'accepted', 'applicants', 'apply', 'byseptember']",156,4,1.6094379124341003,1.3862943611198906
42,Nicole Clark Consulting,"
 From addressing the mental health needs of Black, Indigenous, and People of Color (BIPOC) to reducing plastic pollution, how will you raise your voice for women and girls of color* in July?Share your plans, and check out the Awareness Day Finder at https://lnkd.in/dqc26Vp #socialwork #publichealth
","['socialwork', 'publichealth\n']",1,0,2,1,0,6.260869565217392,"
 from addressing the mental health needs of black indigenous and people of color bipoc to reducing plastic pollution how will you raise your voice for women and girls of color in julyshare your plans and check out the awareness day finder at   
","['addressing', 'mental', 'health', 'needs', 'black', 'indigenous', 'people', 'color', 'bipoc', 'reducing', 'plastic', 'pollution', 'raise', 'voice', 'women', 'girls', 'color', 'julyshare', 'plans', 'check', 'awareness', 'day', 'finder', 'addressing', 'mental', 'health', 'needs', 'black', 'indigenous', 'people', 'color', 'bipoc', 'reducing', 'plastic', 'pollution', 'raise', 'voice', 'women', 'girls', 'color', 'julyshare', 'plans', 'check', 'awareness', 'day', 'finder']",46,1,0.6931471805599453,0.0
43,Nicole Clark Consulting,"
 You may have heard of SWOT, but have you heard of SOAR?Throughout the year, I've used this process with my strategic planning clients, most whom are organizations that advocate for or provide abortion access services. While they wait for the SCOTUS' decision on Dobbs vs. Jackson Women’s Health Organization, they're moving forward anyway. One way they've moved forward is with a SOAR analysis, a process for understanding what each organization already has that positions them to push though challenging times. Read more about SOAR at https://lnkd.in/gsG54tGe . Try this activity and let me know how it goes for you. #strategicplanning #nonprofits
","['strategicplanning', 'nonprofits\n']",8,5,2,1,0,6.37037037037037,"
 you may have heard of swot but have you heard of soarthroughout the year ive used this process with my strategic planning clients most whom are organizations that advocate for or provide abortion access services while they wait for the scotus decision on dobbs vs jackson womens health organization theyre moving forward anyway one way theyve moved forward is with a soar analysis a process for understanding what each organization already has that positions them to push though challenging times read more about soar at   try this activity and let me know how it goes for you  
","['may', 'heard', 'swot', 'heard', 'soarthroughout', 'year', 'ive', 'used', 'process', 'strategic', 'planning', 'clients', 'organizations', 'advocate', 'provide', 'abortion', 'access', 'services', 'wait', 'scotus', 'decision', 'dobbs', 'vs', 'jackson', 'womens', 'health', 'organization', 'theyre', 'moving', 'forward', 'anyway', 'one', 'way', 'theyve', 'moved', 'forward', 'soar', 'analysis', 'process', 'understanding', 'organization', 'already', 'positions', 'push', 'though', 'challenging', 'times', 'read', 'soar', 'try', 'activity', 'let', 'know', 'goes', 'may', 'heard', 'swot', 'heard', 'soarthroughout', 'year', 'ive', 'used', 'process', 'strategic', 'planning', 'clients', 'organizations', 'advocate', 'provide', 'abortion', 'access', 'services', 'wait', 'scotus', 'decision', 'dobbs', 'vs', 'jackson', 'womens', 'health', 'organization', 'theyre', 'moving', 'forward', 'anyway', 'one', 'way', 'theyve', 'moved', 'forward', 'soar', 'analysis', 'process', 'understanding', 'organization', 'already', 'positions', 'push', 'though', 'challenging', 'times', 'read', 'soar', 'try', 'activity', 'let', 'know', 'goes']",108,13,2.6390573296152584,2.5649493574615367
44,Nicole Clark Consulting,"
 Join National Advocates for Pregnant Women, Physicans for Reproductive Health, Association of Prosecuting Attorneys, and Partners for Justice on June 23rd at 12pm EST for the launch of “Confronting Pregnancy Criminalization: A Practical Guide for Healthcare Providers, Lawyers, Medical Examiners, Child Welfare Workers, and Policymakers” , a first-of-its-kind, multidisciplinary toolkit to reject criminalization of pregnancy at all stages, including abortion.With the end of Roe v Wade near,  practitioners across multiple disciplines should be equipped with the necessary tools and strategies to confront the criminalization of all pregnancy outcomes. Register at https://t.co/FEbVXYEHML. #socialwork #publichealth #policy
","['socialwork', 'publichealth', 'policy\n']",2,0,3,0,0,8.033898305084746,"
 join national advocates for pregnant women physicans for reproductive health association of prosecuting attorneys and partners for justice on june rd at pm est for the launch of confronting pregnancy criminalization a practical guide for healthcare providers lawyers medical examiners child welfare workers and policymakers  a firstofitskind multidisciplinary toolkit to reject criminalization of pregnancy at all stages including abortionwith the end of roe v wade near  practitioners across multiple disciplines should be equipped with the necessary tools and strategies to confront the criminalization of all pregnancy outcomes register at    
","['join', 'national', 'advocates', 'pregnant', 'women', 'physicans', 'reproductive', 'health', 'association', 'prosecuting', 'attorneys', 'partners', 'justice', 'june', 'rd', 'pm', 'est', 'launch', 'confronting', 'pregnancy', 'criminalization', 'practical', 'guide', 'healthcare', 'providers', 'lawyers', 'medical', 'examiners', 'child', 'welfare', 'workers', 'policymakers', 'firstofitskind', 'multidisciplinary', 'toolkit', 'reject', 'criminalization', 'pregnancy', 'stages', 'including', 'abortionwith', 'end', 'roe', 'v', 'wade', 'near', 'practitioners', 'across', 'multiple', 'disciplines', 'equipped', 'necessary', 'tools', 'strategies', 'confront', 'criminalization', 'pregnancy', 'outcomes', 'register', 'join', 'national', 'advocates', 'pregnant', 'women', 'physicans', 'reproductive', 'health', 'association', 'prosecuting', 'attorneys', 'partners', 'justice', 'june', 'rd', 'pm', 'est', 'launch', 'confronting', 'pregnancy', 'criminalization', 'practical', 'guide', 'healthcare', 'providers', 'lawyers', 'medical', 'examiners', 'child', 'welfare', 'workers', 'policymakers', 'firstofitskind', 'multidisciplinary', 'toolkit', 'reject', 'criminalization', 'pregnancy', 'stages', 'including', 'abortionwith', 'end', 'roe', 'v', 'wade', 'near', 'practitioners', 'across', 'multiple', 'disciplines', 'equipped', 'necessary', 'tools', 'strategies', 'confront', 'criminalization', 'pregnancy', 'outcomes', 'register']",118,2,1.0986122886681098,0.6931471805599453
45,Nicole Clark Consulting,"
 Towards the end of 2021, I made the decision to branch out from focusing solely on sexual and reproductive health, rights, and justice work,  allowing me to see the full scope of how the systems we engage with impact how we access sexual and reproductive healthcare. This client’s project could not have been more timely, allowing me to focus on an area I’ve never worked in until now: gun violence prevention.This project reinvigorated my desire to push myself out of my comfort zone, to strengthen my learning and skills as consultant and partner, and to help me gain clarity in how I want to show up for the communities my clients and partners serve.Read more about my services at https://lnkd.in/dG8tez5G and let me know how we can work together.  #socialwork #publichealth #programevaluation #nonprofits
","['socialwork', 'publichealth', 'programevaluation', 'nonprofits\n']",17,2,4,0,0,6.516129032258065,"
 towards the end of  i made the decision to branch out from focusing solely on sexual and reproductive health rights and justice work  allowing me to see the full scope of how the systems we engage with impact how we access sexual and reproductive healthcare this clients project could not have been more timely allowing me to focus on an area ive never worked in until now gun violence preventionthis project reinvigorated my desire to push myself out of my comfort zone to strengthen my learning and skills as consultant and partner and to help me gain clarity in how i want to show up for the communities my clients and partners serveread more about my services at  and let me know how we can work together     
","['towards', 'end', 'made', 'decision', 'branch', 'focusing', 'solely', 'sexual', 'reproductive', 'health', 'rights', 'justice', 'work', 'allowing', 'see', 'full', 'scope', 'systems', 'engage', 'impact', 'access', 'sexual', 'reproductive', 'healthcare', 'clients', 'project', 'could', 'timely', 'allowing', 'focus', 'area', 'ive', 'never', 'worked', 'gun', 'violence', 'preventionthis', 'project', 'reinvigorated', 'desire', 'push', 'comfort', 'zone', 'strengthen', 'learning', 'skills', 'consultant', 'partner', 'help', 'gain', 'clarity', 'want', 'show', 'communities', 'clients', 'partners', 'serveread', 'services', 'let', 'know', 'work', 'together', 'towards', 'end', 'made', 'decision', 'branch', 'focusing', 'solely', 'sexual', 'reproductive', 'health', 'rights', 'justice', 'work', 'allowing', 'see', 'full', 'scope', 'systems', 'engage', 'impact', 'access', 'sexual', 'reproductive', 'healthcare', 'clients', 'project', 'could', 'timely', 'allowing', 'focus', 'area', 'ive', 'never', 'worked', 'gun', 'violence', 'preventionthis', 'project', 'reinvigorated', 'desire', 'push', 'comfort', 'zone', 'strengthen', 'learning', 'skills', 'consultant', 'partner', 'help', 'gain', 'clarity', 'want', 'show', 'communities', 'clients', 'partners', 'serveread', 'services', 'let', 'know', 'work', 'together']",124,19,2.995732273553991,2.9444389791664403
46,Nicole Clark Consulting,"
 Not everything that matters can easily be measured, and what’s easily measured doesn’t always matter. The clearer your WHY becomes, the greater your chances of measuring what truly matters.What strategies do you have for measuring what matters? Read more at https://lnkd.in/gz4Pd-uQ#research #evaluation #socialwork #publichealth #nonprofits
","['research', 'evaluation', 'socialwork', 'publichealth', 'nonprofits\n']",3,3,5,1,0,7.190476190476191,"
 not everything that matters can easily be measured and whats easily measured doesnt always matter the clearer your why becomes the greater your chances of measuring what truly matterswhat strategies do you have for measuring what matters read more at     
","['everything', 'matters', 'easily', 'measured', 'whats', 'easily', 'measured', 'doesnt', 'always', 'matter', 'clearer', 'becomes', 'greater', 'chances', 'measuring', 'truly', 'matterswhat', 'strategies', 'measuring', 'matters', 'read', 'everything', 'matters', 'easily', 'measured', 'whats', 'easily', 'measured', 'doesnt', 'always', 'matter', 'clearer', 'becomes', 'greater', 'chances', 'measuring', 'truly', 'matterswhat', 'strategies', 'measuring', 'matters', 'read']",42,6,1.9459101490553132,1.791759469228055
47,Nicole Clark Consulting,"
 The current baby formula shortage in the U.S. has left many people anxious about how to feed their babies.Many people, including those who breastfeed/chest feed, rely on formula for nutrition. The Dept. of Health and Human Services has launched the Information for Families During the Formula Shortage website to provide information on measures being taken to address the formula shortage, resources to locate baby formula, and more. Read more at http://HHS.gov/formula. (English, Spanish, Haitian Creole, Navajo, and Vietnamese). #publichealth #socialwork
","['publichealth', 'socialwork\n']",3,0,2,0,0,7.0,"
 the current baby formula shortage in the us has left many people anxious about how to feed their babiesmany people including those who breastfeedchest feed rely on formula for nutrition the dept of health and human services has launched the information for families during the formula shortage website to provide information on measures being taken to address the formula shortage resources to locate baby formula and more read more at  english spanish haitiancreole navajo and vietnamese  
","['current', 'baby', 'formula', 'shortage', 'us', 'left', 'many', 'people', 'anxious', 'feed', 'babiesmany', 'people', 'including', 'breastfeedchest', 'feed', 'rely', 'formula', 'nutrition', 'dept', 'health', 'human', 'services', 'launched', 'information', 'families', 'formula', 'shortage', 'website', 'provide', 'information', 'measures', 'taken', 'address', 'formula', 'shortage', 'resources', 'locate', 'baby', 'formula', 'read', 'english', 'spanish', 'haitiancreole', 'navajo', 'vietnamese', 'current', 'baby', 'formula', 'shortage', 'us', 'left', 'many', 'people', 'anxious', 'feed', 'babiesmany', 'people', 'including', 'breastfeedchest', 'feed', 'rely', 'formula', 'nutrition', 'dept', 'health', 'human', 'services', 'launched', 'information', 'families', 'formula', 'shortage', 'website', 'provide', 'information', 'measures', 'taken', 'address', 'formula', 'shortage', 'resources', 'locate', 'baby', 'formula', 'read', 'english', 'spanish', 'haitiancreole', 'navajo', 'vietnamese']",90,3,1.3862943611198906,1.0986122886681098
48,Nicole Clark Consulting,"
 In the Raise Your Voice newsletter, I share my thoughts on building stronger, equitable practices to help you raise your voice for women and girls of color. Plus, I share curated resources and personal insights as I work with clients and partners.⠀⠀Sign up today at https://lnkd.in/gk3ADyc and get a copy of “The Revolution Starts with Me!” self care zine. ⠀
",0,1,0,0,0,0,6.25,"
 in the raise your voice newsletter i share my thoughts on building stronger equitable practices to help you raise your voice for women and girls of color plus i share curated resources and personal insights as i work with clients and partnerssign up today at  and get a copy of the revolution starts with me self care zine 
","['raise', 'voice', 'newsletter', 'share', 'thoughts', 'building', 'stronger', 'equitable', 'practices', 'help', 'raise', 'voice', 'women', 'girls', 'color', 'plus', 'share', 'curated', 'resources', 'personal', 'insights', 'work', 'clients', 'partnerssign', 'today', 'get', 'copy', 'revolution', 'starts', 'self', 'care', 'zine', 'raise', 'voice', 'newsletter', 'share', 'thoughts', 'building', 'stronger', 'equitable', 'practices', 'help', 'raise', 'voice', 'women', 'girls', 'color', 'plus', 'share', 'curated', 'resources', 'personal', 'insights', 'work', 'clients', 'partnerssign', 'today', 'get', 'copy', 'revolution', 'starts', 'self', 'care', 'zine']",64,1,0.6931471805599453,0.0
49,Nicole Clark Consulting,"
 Today marks 6 years of full time consulting for me. Among the many things I thought about in the beginning stages, naming my business was very simple. Or so I thought. It's hard to hide from the internet when your name is in your business, but this can also make you more determined to make your business successful. What are your pros and cons for naming a business after yourself? Read more at https://lnkd.in/g5GiqPnB#socialwork #publichealth #business #businessadvice
","['socialwork', 'publichealth', 'business', 'businessadvice\n']",6,2,4,1,0,5.96875,"
 today marks  years of full time consulting for me among the many things i thought about in the beginning stages naming my business was very simple or so i thought its hard to hide from the internet when your name is in your business but this can also make you more determined to make your business successful what are your pros and cons for naming a business after yourself read more at    
","['today', 'marks', 'years', 'full', 'time', 'consulting', 'among', 'many', 'things', 'thought', 'beginning', 'stages', 'naming', 'business', 'simple', 'thought', 'hard', 'hide', 'internet', 'name', 'business', 'also', 'make', 'determined', 'make', 'business', 'successful', 'pros', 'cons', 'naming', 'business', 'read', 'today', 'marks', 'years', 'full', 'time', 'consulting', 'among', 'many', 'things', 'thought', 'beginning', 'stages', 'naming', 'business', 'simple', 'thought', 'hard', 'hide', 'internet', 'name', 'business', 'also', 'make', 'determined', 'make', 'business', 'successful', 'pros', 'cons', 'naming', 'business', 'read']",64,8,2.1972245773362196,2.0794415416798357
50,Nicole Clark Consulting,"
 The inaugural National Black Researchers Week is June 20-24. Hosted by Association of Black Researchers (ABR), the 2022 theme is ""Amplify, Support, and Uplift all Black Researchers"", sharing lessons learned and words of wisdom with current and future Black researchers in STEM, Public Health, Trauma-Informed and Educational research disciplines. All week, there will be daily giveaways, including items from ABR, STEMNoire, Battle Strategic Consulting, Queenivism, EssieSpice, Good Health Candle, and more. There will also be two special sessions just for research students interested in applying to graduate school or a career in public health research.Event registration is free. Register today at https://lnkd.in/gMue9xwQ #blackresearchers #NBRW #research
","['blackresearchers', 'NBRW', 'research\n']",6,0,3,0,0,7.181818181818182,"
 the inaugural national black researchers week is june  hosted by association of black researchers abr the  theme is amplify support and uplift all black researchers sharing lessons learned and words of wisdom with current and future black researchers in stem public health traumainformed and educational research disciplines all week there will be daily giveaways including items from abr stemnoire battle strategic consulting queenivism essiespice good health candle and more there will also be two special sessions just for research students interested in applying to graduate school or a career in public health researchevent registration is free register today at    
","['inaugural', 'national', 'black', 'researchers', 'week', 'june', 'hosted', 'association', 'black', 'researchers', 'abr', 'theme', 'amplify', 'support', 'uplift', 'black', 'researchers', 'sharing', 'lessons', 'learned', 'words', 'wisdom', 'current', 'future', 'black', 'researchers', 'stem', 'public', 'health', 'traumainformed', 'educational', 'research', 'disciplines', 'week', 'daily', 'giveaways', 'including', 'items', 'abr', 'stemnoire', 'battle', 'strategic', 'consulting', 'queenivism', 'essiespice', 'good', 'health', 'candle', 'also', 'two', 'special', 'sessions', 'research', 'students', 'interested', 'applying', 'graduate', 'school', 'career', 'public', 'health', 'researchevent', 'registration', 'free', 'register', 'today', 'inaugural', 'national', 'black', 'researchers', 'week', 'june', 'hosted', 'association', 'black', 'researchers', 'abr', 'theme', 'amplify', 'support', 'uplift', 'black', 'researchers', 'sharing', 'lessons', 'learned', 'words', 'wisdom', 'current', 'future', 'black', 'researchers', 'stem', 'public', 'health', 'traumainformed', 'educational', 'research', 'disciplines', 'week', 'daily', 'giveaways', 'including', 'items', 'abr', 'stemnoire', 'battle', 'strategic', 'consulting', 'queenivism', 'essiespice', 'good', 'health', 'candle', 'also', 'two', 'special', 'sessions', 'research', 'students', 'interested', 'applying', 'graduate', 'school', 'career', 'public', 'health', 'researchevent', 'registration', 'free', 'register', 'today']",132,6,1.9459101490553132,1.791759469228055
51,Nicole Clark Consulting,"
 From the inaugural National Black Researchers Week to LGBTQIA Equal Pay Day, how will you raise your voice for women and girls of color* in June?Share what you're doing in your community, and check out the Awareness Day Finder at https://lnkd.in/dwnRcxkQ#socialwork #publichealth #reproductivejustice
","['socialwork', 'publichealth', 'reproductivejustice\n']",6,0,3,1,0,6.0,"
 from the inaugural national black researchers week to lgbtqia equal pay day how will you raise your voice for women and girls of color in juneshare what youre doing in your community and check out the awareness day finder at   
","['inaugural', 'national', 'black', 'researchers', 'week', 'lgbtqia', 'equal', 'pay', 'day', 'raise', 'voice', 'women', 'girls', 'color', 'juneshare', 'youre', 'community', 'check', 'awareness', 'day', 'finder', 'inaugural', 'national', 'black', 'researchers', 'week', 'lgbtqia', 'equal', 'pay', 'day', 'raise', 'voice', 'women', 'girls', 'color', 'juneshare', 'youre', 'community', 'check', 'awareness', 'day', 'finder']",42,6,1.9459101490553132,1.791759469228055
52,Nicole Clark Consulting,"
 The best way to advocate for #reproductivejustice and the right to abortion access right now is to support your local abortion fund. Here's a list of over 90 funds to donate your money and/or time to:
",['reproductivejustice'],13,0,1,0,0,5.388888888888889,"
 the best way to advocate for  and the right to abortion access right now is to support your local abortion fund heres a list of over  funds to donate your money andor time to
","['best', 'way', 'advocate', 'right', 'abortion', 'access', 'right', 'support', 'local', 'abortion', 'fund', 'heres', 'list', 'funds', 'donate', 'money', 'andor', 'time', 'best', 'way', 'advocate', 'right', 'abortion', 'access', 'right', 'support', 'local', 'abortion', 'fund', 'heres', 'list', 'funds', 'donate', 'money', 'andor', 'time']",36,13,2.6390573296152584,2.5649493574615367
53,Nicole Clark Consulting,"
 #BlackHealingRemixed is back!Join Black Emotional and Mental Health Collective (BEAM) on May 14 (virtual) and 15 (Los Angeles) for honest talks, skills building, Black healing and many amazing guests, including the incomparable Debbie Allen!I’m so proud to be a member of BEAM’s board of directors! Visit https://lnkd.in/emMKje-w and get your tickets today.#MentalHealthAwarenessMonth #LosAngeles
","['BlackHealingRemixed', 'MentalHealthAwarenessMonth', 'LosAngeles\n']",7,0,3,0,0,6.242424242424242,"
  is backjoin black emotional and mental health collective beam on may  virtual and  los angeles for honest talks skills building black healing and many amazing guests including the incomparable debbie allenim so proud to be a member of beams board of directors visit  and get your tickets today 
","['backjoin', 'black', 'emotional', 'mental', 'health', 'collective', 'beam', 'may', 'virtual', 'los', 'angeles', 'honest', 'talks', 'skills', 'building', 'black', 'healing', 'many', 'amazing', 'guests', 'including', 'incomparable', 'debbie', 'allenim', 'proud', 'member', 'beams', 'board', 'directors', 'visit', 'get', 'tickets', 'today', 'backjoin', 'black', 'emotional', 'mental', 'health', 'collective', 'beam', 'may', 'virtual', 'los', 'angeles', 'honest', 'talks', 'skills', 'building', 'black', 'healing', 'many', 'amazing', 'guests', 'including', 'incomparable', 'debbie', 'allenim', 'proud', 'member', 'beams', 'board', 'directors', 'visit', 'get', 'tickets', 'today']",66,7,2.0794415416798357,1.9459101490553132
54,Nicole Clark Consulting,"
 From appreciating midwives, nurses, receptionists and teachers, to experiencing periods with dignity, how will you raise your voice for women and girls of color* in May?Share what you're doing in your communities, and check out the Awareness Day Finder at https://lnkd.in/g2BSCBi. #socialwork #publichealth
","['socialwork', 'publichealth\n']",4,0,2,1,0,7.25,"
 from appreciating midwives nurses receptionists and teachers to experiencing periods with dignity how will you raise your voice for women and girls of color in mayshare what youre doing in your communities and check out the awareness day finder at   
","['appreciating', 'midwives', 'nurses', 'receptionists', 'teachers', 'experiencing', 'periods', 'dignity', 'raise', 'voice', 'women', 'girls', 'color', 'mayshare', 'youre', 'communities', 'check', 'awareness', 'day', 'finder', 'appreciating', 'midwives', 'nurses', 'receptionists', 'teachers', 'experiencing', 'periods', 'dignity', 'raise', 'voice', 'women', 'girls', 'color', 'mayshare', 'youre', 'communities', 'check', 'awareness', 'day', 'finder']",40,4,1.6094379124341003,1.3862943611198906
55,Nicole Clark Consulting,"
 While it’s easier to see how Reproductive Justice looks within programs, services, and data driven processes, the framework can also be applied to other organizational areas, increasing your organization's ability to be as responsive to staff needs as you are to the communities you serve.Read this week's blog post at https://lnkd.in/ducEMBaV#socialwork #publichealth #reproductivejustice
","['socialwork', 'publichealth', 'reproductivejustice\n']",3,0,3,0,0,7.2592592592592595,"
 while its easier to see how reproductive justice looks within programs services and data driven processes the framework can also be applied to other organizational areas increasing your organizations ability to be as responsive to staff needs as you are to the communities you serveread this weeks blog post at   
","['easier', 'see', 'reproductive', 'justice', 'looks', 'within', 'programs', 'services', 'data', 'driven', 'processes', 'framework', 'also', 'applied', 'organizational', 'areas', 'increasing', 'organizations', 'ability', 'responsive', 'staff', 'needs', 'communities', 'serveread', 'weeks', 'blog', 'post', 'easier', 'see', 'reproductive', 'justice', 'looks', 'within', 'programs', 'services', 'data', 'driven', 'processes', 'framework', 'also', 'applied', 'organizational', 'areas', 'increasing', 'organizations', 'ability', 'responsive', 'staff', 'needs', 'communities', 'serveread', 'weeks', 'blog', 'post']",54,3,1.3862943611198906,1.0986122886681098
